domain,ip,http_status,http_title,whois_info,source_file
pandamon02.sdcc.bnl.gov,192.153.161.20,,,CIDR:           192.153.161.0/24; NetName:        AGSDCSBOOST; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ss0-v3.csi.bnl.gov,198.125.208.76,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wiki.bnl.gov,54.160.71.8,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,"CIDR:           54.208.0.0/13, 54.216.0.0/14, 54.220.0.0/15, 54.160.0.0/11, 54.192.0.0/12, 54.144.0.0/12; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wiki.bnl.gov,13.219.6.124,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wiki.bnl.gov,34.236.206.116,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wiki.bnl.gov,23.22.144.44,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wiki.bnl.gov,54.86.210.79,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
wiki.bnl.gov,98.83.235.92,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sao-extprt.bnl.gov,130.199.74.36,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
invtest08.sdcc.bnl.gov,198.125.210.5,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
spin.riken.bnl.gov,130.199.22.180,200,BNL Physics Department Web Server,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
pandaserver03.sdcc.bnl.gov,192.153.161.12,,,CIDR:           192.153.161.0/24; NetName:        AGSDCSBOOST; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bigbluebutton.sdcc.bnl.gov,198.125.209.39,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
balancer4-ext.nsls2.bnl.gov,192.203.218.27,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
travelform.bnl.gov,54.86.210.79,200,BNL Travel Form,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
travelform.bnl.gov,23.22.144.44,200,BNL Travel Form,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
travelform.bnl.gov,13.219.6.124,200,BNL Travel Form,"CIDR:           13.208.0.0/12, 13.224.0.0/12, 13.200.0.0/13; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
travelform.bnl.gov,34.236.206.116,200,BNL Travel Form,CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
travelform.bnl.gov,98.83.235.92,200,BNL Travel Form,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
travelform.bnl.gov,54.160.71.8,200,BNL Travel Form,"CIDR:           54.220.0.0/15, 54.144.0.0/12, 54.192.0.0/12, 54.208.0.0/13, 54.216.0.0/14, 54.160.0.0/11; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lhcperfmon.bnl.gov,192.12.15.26,,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cdbweb.sdcc.bnl.gov,198.125.209.12,200,CDBweb@cdbweb.sdcc.bnl.gov,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
nnsdssh01.sdcc.bnl.gov,198.125.209.70,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ftp.nsls2ftp.bnl.gov,130.199.4.16,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
mirror2.bnl.gov,130.199.4.91,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
comanage-dev.sdcc.bnl.gov,3.33.234.95,200,Home,CIDR:           3.0.0.0/9; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
comanage-dev.sdcc.bnl.gov,15.197.208.225,200,Home,"CIDR:           15.200.0.0/16, 15.196.0.0/14; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blcdbtest-file01.sdcc.bnl.gov,192.33.128.58,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lsst01.sdcc.bnl.gov,198.125.210.19,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blrucio06.sdcc.bnl.gov,192.33.128.101,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
osgsub01.sdcc.bnl.gov,130.199.185.8,200,Welcome To The CILogon OpenID Connect Authorization Service,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
explorer-cap2-ext.nsls2.bnl.gov,192.203.218.75,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eduradius1-rh9.bnl.gov,130.199.154.4,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
webproxy1.nsls2.bnl.gov,198.125.209.51,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
netengtb-core-a.itd.bnl.gov,130.199.1.192,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
130-199-251-3.nat.bnl.gov,130.199.251.3,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
130-199-251-12.nat.bnl.gov,130.199.251.12,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
idm02.sdcc.bnl.gov,130.199.148.150,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
phyppro1.phy.bnl.gov,130.199.22.180,200,BNL Physics Department Web Server,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
git.nndc.bnl.gov,130.199.3.23,200,Sign in · GitLab,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lbne.bnl.gov,13.219.6.124,200,DUNE,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lbne.bnl.gov,54.86.210.79,200,DUNE,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lbne.bnl.gov,54.160.71.8,200,DUNE,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lbne.bnl.gov,23.22.144.44,200,DUNE,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lbne.bnl.gov,34.236.206.116,200,DUNE,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lbne.bnl.gov,98.83.235.92,200,DUNE,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www.chemistry.bnl.gov,130.199.176.179,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
printers.bnl.gov,130.199.76.119,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
varp.sci-dmz.s208-0.sdcc.bnl.gov,198.125.208.1,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ldms-build.bnl.gov,130.199.4.90,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bldiracvm07.sdcc.bnl.gov,192.33.128.13,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
satellite.bnl.gov,130.199.3.9,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
admingw00.sdcc.bnl.gov,130.199.57.9,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blconddb04.sdcc.bnl.gov,192.33.128.47,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
metprt1.das.bnl.gov,130.199.208.151,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh.pbn.bnl.gov,130.199.3.56,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sftp02.sdcc.bnl.gov,198.125.209.29,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eicrgw01.sdcc.bnl.gov,198.125.208.12,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
www3.cadops.bnl.gov,130.199.111.111,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blrucio06-vrrp.sdcc.bnl.gov,192.33.128.105,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ftp.pga.bnl.gov,130.199.4.68,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
physsh.phy.bnl.gov,130.199.22.95,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
130-199-251-14.nat.bnl.gov,130.199.251.14,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sprucio03.sdcc.bnl.gov,198.125.208.57,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
siemens-vib-monitor.c-ad.bnl.gov,130.199.41.134,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sao-dma-dmz2-2ha.bnl.gov,130.199.4.108,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ss0-v1.csi.bnl.gov,198.125.208.74,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssp-firebug.bnl.gov,130.199.72.146,,,,outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
acode-browser.usatlas.bnl.gov,198.125.209.12,200,IMPROVED US ATLAS Nightly Code Browsing Server,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sprucio04.sdcc.bnl.gov,198.125.208.59,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
router4.sci-dmz.bnl.gov,198.125.211.24,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
gridgk06.sdcc.bnl.gov,130.199.185.214,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blrucio12.sdcc.bnl.gov,192.33.128.54,404,404 Not Found,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox05-vrrp.sdcc.bnl.gov,198.125.208.27,200,Login – BNL Box,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
errors.bnl.gov,34.236.206.116,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,CIDR:           34.192.0.0/10; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
errors.bnl.gov,98.83.235.92,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,"CIDR:           98.80.0.0/12; NetName:        AMAZO-4; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           98.80.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
errors.bnl.gov,13.219.6.124,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,"CIDR:           13.224.0.0/12, 13.200.0.0/13, 13.208.0.0/12; NetName:        AT-88-Z; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z); CIDR:           13.216.0.0/13; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
errors.bnl.gov,23.22.144.44,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,"CIDR:           23.20.0.0/14; NetName:        AMAZON-EC2-USEAST-10; OriginAS:; Organization:   Amazon.com, Inc. (AMAZO-4); CIDR:           23.20.0.0/14; NetName:        AMAZON-IAD; OriginAS:; Organization:   Amazon Data Services Northern Virginia (ADSN-1)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
errors.bnl.gov,54.160.71.8,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,"CIDR:           54.208.0.0/13, 54.144.0.0/12, 54.220.0.0/15, 54.216.0.0/14, 54.192.0.0/12, 54.160.0.0/11; NetName:        AMAZON; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z)",outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
errors.bnl.gov,54.86.210.79,403,Test Page for the HTTP Server on Red Hat Enterprise Linux,CIDR:           54.64.0.0/11; NetName:        AMAZON-2011L; OriginAS:; Organization:   Amazon Technologies Inc. (AT-88-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
acnmcrpc17.pbn.bnl.gov,130.199.106.21,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
lisf-drop.bnl.gov,130.199.4.81,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcdoor23.usatlas.bnl.gov,192.12.15.185,401,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
arpmon.sci-dmz.s209-0.bnl.gov,198.125.209.4,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eduradius2-rh9.bnl.gov,130.199.154.5,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sao-dma-dmz2-2.bnl.gov,130.199.4.111,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
smail-new.bnl.gov,130.199.3.6,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bnlbox01-vrrp.sdcc.bnl.gov,198.125.208.8,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
spice.sdcc.bnl.gov,130.199.148.185,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cvmfs-cache4.sdcc.bnl.gov,192.12.15.246,,,CIDR:           192.12.15.0/24; NetName:        BROOKNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
eics301.sdcc.bnl.gov,198.125.208.6,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ssh00.sdcc.bnl.gov,198.125.209.41,,,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcbldoor06.sdcc.bnl.gov,192.33.128.63,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
cr2.em.bnl.gov,130.199.119.33,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
sao-dma-dmz1-2.bnl.gov,130.199.4.110,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bldiracvm06.sdcc.bnl.gov,192.33.128.12,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
crzeiss.em.bnl.gov,130.199.119.38,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
ns1.dl3.bnl.gov,130.199.56.33,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
bl2-net-test01.sdcc.bnl.gov,192.33.128.37,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
globus4-ext.nsls2.bnl.gov,192.203.218.79,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
discourse.sdcc.bnl.gov,198.125.209.12,200,Log in to SDCC,CIDR:           198.124.0.0/14; NetName:        ESNET-CIDR-A; OriginAS:; Organization:   ESnet (ENSN-Z); CIDR:           198.125.208.0/20; NetName:        BNLSCIDMZ; Parent:         ESNET-CIDR-A (NET-198-124-0-0-1); OriginAS:; Organization:   Brookhaven National Laboratory (BNL),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
rafs01.rcf.bnl.gov,130.199.6.69,,,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
globus6-ext.nsls2.bnl.gov,192.203.218.81,,,CIDR:           192.203.218.0/24; NetName:        CTRLLAB; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
blrucio02.sdcc.bnl.gov,192.33.128.97,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
dcblsrm02.sdcc.bnl.gov,192.33.128.64,,,CIDR:           192.33.128.0/24; NetName:        BNL-AGS; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
varp.s192-153.sdcc.bnl.gov,192.153.161.1,,,CIDR:           192.153.161.0/24; NetName:        AGSDCSBOOST; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
drupal.star.bnl.gov,130.199.3.23,200,Mistake?,CIDR:           130.199.0.0/16; NetName:        YAPNET; OriginAS:; Organization:   Brookhaven National Laboratory (BNL-Z),outputs/recon_outputs/bnl.gov/bnl.gov_recon.csv
